SN,GANTRY_HEIGHT,ADDRESS,CAR_PARK_NO,X_COORD,Y_COORD,CAR_PARK_TYPE
244,2.15,BLK 122F RIVERVALE DRIVE,SK22,36001.1909,41017.8685,MULTI-STOREY CAR PARK
245,4.5,BLK 739/745 BEDOK RESERVOIR ROAD,B63,37937.9062,35591.9375,SURFACE CAR PARK
246,2.15,BLK 208A NEW UPPER CHANGI ROAD,B6M,38858.3585,34156.6609,MULTI-STOREY CAR PARK
247,2.15,BLK 773A WOODLANDS DRIVE 60,W79,24123.1011,47708.2983,MULTI-STOREY CAR PARK
248,2,BLK 792A CHOA CHU KANG NORTH 6,CK46,18675.6762,41907.1414,MULTI-STOREY CAR PARK
249,2,BLK 604A CHOA CHU KANG STREET 62,CK48,18189.9873,42143.3391,MULTI-STOREY CAR PARK
250,4.4,BLK 5/7 TANJONG PAGAR,TPL,29078.289,28819.4744,SURFACE CAR PARK
251,2.15,BLK 516A WOODLANDS DRIVE 14,W516,23265.6873,46208.4999,MULTI-STOREY CAR PARK
252,4.5,BLK 253/254/256 KIM KEAT AVENUE,TP41,30773.92,34907.95,SURFACE CAR PARK
253,2.15,BLK 435A HOUGANG AVENUE 8,HG89,34756.316,39980.4127,MULTI-STOREY CAR PARK
254,2.5,BLK 808 FRENCH ROAD MSCP,FRM,31121.2668,32341.4155,MULTI-STOREY CAR PARK
255,4.5,BLK 544/556 PASIR RIS STREET 51,PR12,41283.8272,38971.2519,SURFACE CAR PARK
256,4.5,"BLK 537-543, 564-569 PASIR RIS STREET 51",PR13,40942.8203,39055.5703,SURFACE CAR PARK
257,2.15,BLK 299 COMPASSVALE STREET,SK34,35640.0823,42063.5105,MULTI-STOREY CAR PARK
258,2.15,BLK 297 COMPASSVALE STREET,SK35,35403.3489,41899.0368,MULTI-STOREY CAR PARK
259,0,BLK 216 TO 221 LORONG 8 TOA PAYOH,TP53,30474.3865,36065.9505,SURFACE CAR PARK
260,0,BLK 222 TO 224 LORONG 8 TOA PAYOH,TP54,30574.9288,35955.0251,SURFACE CAR PARK
261,3.5,BLK 101/102 SPOTTISWOODE PARK CAR PARK,SPS,28317.6841,28619.0984,SURFACE CAR PARK
262,2,BLK 773A PASIR RIS STREET 71,PM45,39416.5981,39622.2609,MULTI-STOREY CAR PARK
263,0,CLEMENTI SPORTS COMPLEX,C39,20089.6113,32510.9746,SURFACE CAR PARK
264,2.15,BLK 748A WOODLANDS CIRCLE,W76,23747.0647,47397.2586,MULTI-STOREY CAR PARK
265,2,BLK 660A JALAN TENAGA,B72,36243.3489,35174.2762,MULTI-STOREY CAR PARK
266,4.5,BLK 427-435 BUKIT PANJANG RING ROAD,BJ21,21028.24,40876.34,SURFACE CAR PARK
267,4.15,BLK 185/187 BOON LAY AVENUE,BL9,14356.1152,36445.4219,SURFACE CAR PARK
268,0,BLK 111A SAINT MICHAEL BUS TERMINAL,BR18,30496.3613,34277.707,SURFACE CAR PARK
269,2.15,BLK 8C BOON TIONG ROAD,BTM2,27590.7177,29931.3587,MULTI-STOREY CAR PARK
270,2.15,BLK 2A JALAN BUKIT MERAH,BWM,25037.7298,29927.4975,MULTI-STOREY CAR PARK
271,2.15,BLK 187 BEDOK NORTH STREET 4,B23M,39944.1477,34766.4678,MULTI-STOREY CAR PARK
272,5.4,BLK 155/172 BEDOK SOUTH ROAD/AVENUE 3,B65,40502.4219,33588.332,SURFACE CAR PARK
273,2.15,BLK 216/218 BEDOK NORTH STREET 1,B7A,39208.9372,34373.2247,SURFACE CAR PARK
274,0,BLK 201 BEDOK NORTH STREET 1,B70,38536.5889,34280.1109,SURFACE CAR PARK
275,2.15,BLK 184 BEDOK NORTH ROAD,B85,40023.6834,34256.9953,MULTI-STOREY CAR PARK
276,2.15,BLK 13A BEDOK SOUTH ROAD,B87,39449.3971,33644.4324,MULTI-STOREY CAR PARK
277,2.15,BLK 34A BED0K SOUTH AVENUE 2,B88,39683.2391,33835.9985,MULTI-STOREY CAR PARK
278,1.9,BLK 134A JALAN BUKIT MERAH,JBM,27317.7804,29079.9207,MULTI-STOREY CAR PARK
279,4.5,"BLK 213-215,218-227 BISHAN STREET 23",BE28,29639.4805,37778.0547,SURFACE CAR PARK
280,4.5,BLK 66/70/73 LORONG 4 TOA PAYOH,TP3,30028.99,35280.77,SURFACE CAR PARK
281,5.4,BLK 231/237 BUKIT BATOK EAST AVENUE 5,U15,19332.565,36778.361,SURFACE CAR PARK
282,2.15,BLK 210 CLEMENTI AVENUE 6,CLNA,20180.2167,33851.5291,MULTI-STOREY CAR PARK
283,2.15,BLK 88 JALAN SATU,KM7,33929.5062,32470.8588,MULTI-STOREY CAR PARK
284,2.15,BLK 963 TAMPINES STREET 96,NT16,39721.101,35576.6397,MULTI-STOREY CAR PARK
285,2.15,BLK 965 TAMPINES STREET 96,NT17,39782.4406,35484.7244,MULTI-STOREY CAR PARK
286,2.15,BLK 149A SERANGOON NORTH AVENUE 1,SE4S,32447.178,38780.0615,MULTI-STOREY CAR PARK
287,0,BLOCK 22 SIN MING ROAD BEHIND BLOCK 22 SIN MING ROAD,SM5,28700.5848,37700.2685,SURFACE CAR PARK
288,2.15,BLK 322 TENGAH DRIVE,TH32,17088.2327,38274.0271,MULTI-STOREY CAR PARK
289,0,BLK 568A TO 568C CHAMPIONS WAY,WCGL,23177.4618,45493.9894,SURFACE CAR PARK
290,0,BLK 781 TO 783 WOODLANDS AVENUE 9/CRESCENT/RISE,WGL,24755.5543,47642.245,SURFACE CAR PARK
291,4.5,BLK 1/7 EVERTON PARK,EPL,28733.8679,28847.7781,SURFACE CAR PARK
292,2,BLK 163 BUKIT MERAH CENTRAL,BM29,26194.9184,29563.3295,BASEMENT CAR PARK
293,2.15,BLK 12A DOVER CLOSE EAST,AR7M,22643.9533,31900.5591,MULTI-STOREY CAR PARK
294,2,BLK 465A UPPER SERANGOON ROAD,HG63,35127.5269,39373.949,MULTI-STOREY CAR PARK
295,4.5,"BLK 644,645,652,655 HOUGANG AVENUE 8",H42A,33437.4888,39407.7276,SURFACE CAR PARK
296,2.15,BLK 537A BUKIT PANJANG RING ROAD,BJ39,20158.8662,40686.9514,MULTI-STOREY CAR PARK
297,0,BLK 570/578 ANG MO KIO STREET 51,A45,30438.53,39214.64,SURFACE CAR PARK
298,2.15,BLK 404 FERNVALE LANE,SK60,32444.96,41076.957,MULTI-STOREY CAR PARK
299,4.5,BLK 253/254 ANG MO KIO STREET 21,A33,28152.8391,39115.4784,SURFACE CAR PARK
300,5.4,BLK 101 ALEXANDRA CRESCENT,HE19,26627.3867,30326.9473,SURFACE CAR PARK
301,4.5,JALAN BUKIT MERAH,BM36,26279.3643,29471.6752,SURFACE CAR PARK
302,4.5,BLK 414-420 CHOA CHU KANG AVENUE 4,CK13,17841.917,40541.616,SURFACE CAR PARK
303,0,BLK 401/408 CHOA CHU KANG AVENUE 3,CK16,17528.125,40178.0781,SURFACE CAR PARK
304,0,BLK 276/277 CHOA CHU KANG AVENUE 2,CK29,18072.2888,40190.9725,SURFACE CAR PARK
305,2,BLK 158A PASIR RIS STREET 13,PM15,42284.7957,38467.7932,MULTI-STOREY CAR PARK
306,4.5,BLK 116/122 LORONG 1 TOA PAYOH,TP30,29448.3398,35862.8984,SURFACE CAR PARK
307,2.15,BLK 991 BUANGKOK LINK,HG3B,33375.828,40694.4027,MULTI-STOREY CAR PARK
308,2.15,BLK 286E TOH GUAN ROAD,J93,18186.6838,35712.1634,MULTI-STOREY CAR PARK
309,0,BLK 894-896 TAMPINES STREET 81,T51,38948.9356,36763.5017,SURFACE CAR PARK
310,0,BLK 764B WOODLANDS CIRCLE,W109,23995.785,47408.7711,SURFACE CAR PARK
311,4.5,BLK 22/27 MARSILING DRIVE,W11,21255.3672,47104.1328,SURFACE CAR PARK
312,2.15,BLK 29A MARSILING DR,W11M,21271.52,47154.7049,MULTI-STOREY CAR PARK
313,2.1,BLK 61 TEBAN GARDENS ROAD,TGM2,17424.7554,33821.7982,MULTI-STOREY CAR PARK
314,0,BLK 19 LORONG 6 TOA PAYOH,TP66,30567.354,35273.679,SURFACE CAR PARK
315,4.5,BLK 25-27/257-259 KIM KEAT AVENUE,TP67,30647.8392,34994.1728,SURFACE CAR PARK
316,0,BLK 196 KIM KEAT AVENUE,TP68,30890.764,34815.7549,SURFACE CAR PARK
317,2.15,BLK 184 RIVERVALE CRESCENT,SK54,36345.8603,41552.0224,MULTI-STOREY CAR PARK
318,2.15,BLK 140 CORPORATION DRIVE,TJ41,15766.9047,34338.9204,MULTI-STOREY CAR PARK
319,0,BLK 81/82 MACPHERSON LANE,M34,33822.8767,34967.5382,SURFACE CAR PARK
320,4.5,"BLK 902-916, 942-946 TAMPINES STREET 91",T38,39932.1232,36937.4179,SURFACE CAR PARK
321,4.5,"BLK 535,536 AND 537 CHOA CHU KANG STREET 51",CK65,18064.0069,41548.1433,SURFACE CAR PARK
322,1.8,BLK 135A TECK WHYE LANE,CK7,18945.8673,40250.2699,MULTI-STOREY CAR PARK
323,2.15,BLK 180 HOUGANG STREET 12,GHCM,34313.5446,36495.367,MULTI-STOREY CAR PARK
324,2.15,BLK 665 TAMPINES STREET 64,NT14,39426.2184,39183.7716,MULTI-STOREY CAR PARK
325,2.15,BLK 379 CANBERRA DRIVE,SB48,27470.2691,46942.6637,MULTI-STOREY CAR PARK
326,2.15,BLK 374 CANBERRA DRIVE,SB49,27465.4163,47350.3343,MULTI-STOREY CAR PARK
327,0,BLK 885A TAMPINES STREET 83,T57,39101.1472,36984.4555,SURFACE CAR PARK
328,2,BLK 559A CHOA CHU KANG NORTH 6,CK39,18090.945,42004.5732,MULTI-STOREY CAR PARK
329,4.5,BLK 201-221 CHOA CHU KANG CENTRAL,CK8,18405.5916,40449.7464,SURFACE CAR PARK
330,2.15,BLK 37 PINE LANE,KM5,33812.7654,32478.3858,MULTI-STOREY CAR PARK
331,0,BLK 258/264 YISHUN STREET 22,Y18,28689.2205,46383.1673,SURFACE CAR PARK
332,9.99,BLK 78/80 MOH GUAN TERRACE/CHAY YAN STREET,TE13,27694.6129,29518.2043,SURFACE CAR PARK
333,4.5,BLK 816/820 YISHUN STREET 81,Y26,28057.7461,43852.7148,SURFACE CAR PARK
334,2.15,BLK 290 COMPASSVALE CRESCENT,SK43,35107.1095,42039.9623,MULTI-STOREY CAR PARK
335,2.15,BLK 308 ANCHORVALE ROAD,SK44,33905.0798,41268.8098,MULTI-STOREY CAR PARK
336,1.9,BLK 307A TAMPINES STREET 32,TM6,41691.9427,37261.1308,MULTI-STOREY CAR PARK
337,2.15,BLK 337 TAH CHING ROAD,TJ37,15670.2177,35606.278,MULTI-STOREY CAR PARK
338,2.15,BLK 663 JURONG WEST STREET 65,JM6,13359.4862,35709.3734,MULTI-STOREY CAR PARK
339,2.15,BLK 873A TAMPINES STREET 85,TM55,38838.0939,37441.3741,MULTI-STOREY CAR PARK
340,2.15,BLK 463 CLEMENTI AVENUE 1,C2M,20717.3694,32581.3946,MULTI-STOREY CAR PARK
341,2.15,BLK 991 UPPER JURONG ROAD,JM33,12321.9597,35318.7474,MULTI-STOREY CAR PARK
342,3.5,BLK 339 ANCHORVALE ROAD,S120,34137.6446,42079.0775,BASEMENT CAR PARK
343,2.15,BLK 265 KIM KEAT AVENUE,TPMS,30970.9164,34863.814,MULTI-STOREY CAR PARK
344,4.5,BLK 335/338 CLEMENTI AVENUE 2,C8,20800.9102,33216.8047,SURFACE CAR PARK
345,2.15,505A JURONG WEST STREET 52,J60M,15155.3093,36830.6309,MULTI-STOREY CAR PARK
346,0,BLK 155-164 STIRLING ROAD,Q2A,24780.1309,30449.3691,SURFACE CAR PARK
347,2.1,BLK 986 JURONG WEST STREET 93,JM29,12551.4555,35465.1802,MULTI-STOREY CAR PARK
348,2.15,BLK 271 JURONG WEST STREET 24,JM30,13595.4624,36957.2314,MULTI-STOREY CAR PARK
349,4.5,"BLK 3-5,7,8,4A JALAN BATU",JB1,33505.3407,31638.549,SURFACE CAR PARK
350,0,BLK 199 TO 201 TOA PAYOH NORTH,TP62,29907.7722,35952.8982,SURFACE CAR PARK
351,3.8,BLK 350 ANCHORVALE ROAD,SK97,33889.5864,41641.0117,SURFACE CAR PARK
352,0,BLK 185/187 BUKIT BATOK WEST AVENUE 6,U38,18124.0483,36539.8249,SURFACE CAR PARK
353,2.15,BLK 625A SENJA ROAD,BJ55,19927.0486,40913.764,MULTI-STOREY CAR PARK
354,2.15,BLK 172 SENGKANG EAST DRIVE,S119,36654.2859,41006.2644,MULTI-STOREY CAR PARK
355,0,BLK 400A / 400C FERNVALE LANE,S15L,32098.6626,41307.4782,SURFACE CAR PARK
356,2.15,BLK 10A LORONG 7 TOA PAYOH,TPM9,30723.296,35475.5087,MULTI-STOREY CAR PARK
357,2.15,BLK 549A WOODLANDS DRIVE 44,W549,23728.429,46002.0615,MULTI-STOREY CAR PARK
358,4.5,BLK 43 TO 48 LORONG 5/6 TOA PAYOH,TP36,30279.3739,35381.5377,SURFACE CAR PARK
359,4.5,BLK 125/126/131 LORONG 2 TOA PAYOH,TP27,29329.7942,35524.3536,SURFACE CAR PARK
360,3.25,BLK 38/39 UPPER BOON KENG,UBK5,32522.9258,33422.543,SURFACE CAR PARK
361,4.5,BLK 91/97 BEDOK NORTH AVENUE 4,B25,39927.1063,35018.7287,SURFACE CAR PARK
362,2.15,BLK 261 COMPASSVALE STREET,SK38,34829.7614,41852.9235,MULTI-STOREY CAR PARK
363,0,BLK 446/455 PASIR RIS DRIVE 6,PR7,41840.49,39225.13,SURFACE CAR PARK
364,4.5,BLK 511/513 BISHAN STREET 13,BE22,29818.0559,36839.3645,SURFACE CAR PARK
365,1.9,BLK 552A CHOA CHU KANG STREET 52,CK37,17863.0257,41773.0092,MULTI-STOREY CAR PARK
366,2.15,BLK 628A BUKIT BATOK CENTRAL,BBM2,18714.471,36997.6927,MULTI-STOREY CAR PARK
367,0,BLK 155/162 SIMEI ROAD,SI11,42016.4544,36368.226,SURFACE CAR PARK
368,0,BLK 510 SERANGOON NORTH AVENUE 4,SE43,32714.58,39167.89,SURFACE CAR PARK
369,0,NEXT TO BLK 226 SERANGOON AVENUE 4,SE52,32264,37663.5,SURFACE CAR PARK
370,2.15,BLK 150 SERANGOON NORTH AVENUE 2,SE53,32646.5636,39045.8726,MULTI-STOREY CAR PARK
371,0,BLK 223A SERANGOON AVENUE 4,SE54,32212.7535,37730.9037,SURFACE CAR PARK
372,2.15,BLK 142A RIVERVALE DRIVE,SK14,36014.7491,41304.3232,MULTI-STOREY CAR PARK
373,2.15,BLK 256A COMPASSVALE ROAD,SK15,35368.923,41723.2516,MULTI-STOREY CAR PARK
374,2.15,BLK 768 WOODLANDS AVE 6,PDW7,24076.3392,47457.4236,SURFACE/MULTI-STOREY CAR PARK
375,2.15,BLK 486A CHOA CHU KANG AVENUE 5,CKM8,17432.5108,39671.7658,MULTI-STOREY CAR PARK
376,2.15,BLK 297B CHOA CHU KANG AVENUE 2,CKM9,17981.6699,39927.7497,MULTI-STOREY CAR PARK
377,0,BLK 130/132 CHOA CHU KANG AVENUE 1,CK18,18797.0391,40329.4648,SURFACE CAR PARK
378,4.5,BLK 830-835 HOUGANG CENTRAL,HG56,34321.5593,39246.2794,SURFACE CAR PARK
379,0,PUNGGOL CENTRAL,P35L,36269.0157,42678.4287,SURFACE CAR PARK
380,0,BLK 116-118 COMMONWEALTH CRESCENT,Q67,24352.42,32166.07,SURFACE CAR PARK
381,0,BLK 110 COMMONWEALTH CRESCENT,Q68,24181.18,32133.41,SURFACE CAR PARK
382,0,BLK 99/102 COMMONWEALTH CRESCENT,Q70,24353.0804,32185.228,SURFACE CAR PARK
383,2.15,BLK 712B JURONG WEST ST 71 JURONG WEST STREET 71,J74M,12812.9485,36110.9309,MULTI-STOREY CAR PARK
384,2.15,BLK 104C DEPOT ROAD,DRM1,25576.6096,29218.1692,MULTI-STOREY CAR PARK
385,2.15,BLK 112C DEPOT ROAD,DRM2,25165.8976,29305.1091,MULTI-STOREY CAR PARK
386,2.15,BLK 506 YISHUN AVENUE 4,Y70M,28782.6987,44073.5278,MULTI-STOREY CAR PARK
387,2,BLK 621A CHOA CHU KANG NORTH 7,CK51,18459.6171,42391.2166,MULTI-STOREY CAR PARK
388,4.5,"BLK 110,113-116 LENGKONG TIGA",LT1,36701.4493,33951.4516,SURFACE CAR PARK
389,4.5,BLK 259/264 JURONG EAST STREET 24,J15,17772.459,36243.0234,SURFACE CAR PARK
390,0,BLK 133/134 TECK WHYE LANE,CK19,18875.7734,40272.4492,SURFACE CAR PARK
391,9.99,BLK 301/304 JURONG EAST STREET 32,J16,17129.8093,36282.7747,SURFACE CAR PARK
392,9.99,BLK 305/306 JURONG EAST STREET 32,J17,17110.9062,36422.9844,SURFACE CAR PARK
393,2,BLK 586A PASIR RIS STREET 53,PM28,40736.5955,39633.1743,MULTI-STOREY CAR PARK
394,4.5,BLK 513/514 JURONG WEST STREET 52,J34,15398.4307,36577.707,SURFACE CAR PARK
395,2.15,BLK 123 & 129 TENGAH DRIVE/PLANTATION CRESCENT,TH3,17044.4687,37910.9713,MULTI-STOREY CAR PARK
396,4.5,BLK 241-252 KIM KEAT LINK/AVENUE,TP40,30603.6943,34876.733,SURFACE CAR PARK
397,0,BLK 21 MARSILING LANE,W4L,21788.7021,47310.4843,SURFACE CAR PARK
398,4.5,BLK 632/641 YISHUN STREET 61,Y35,28573.7168,44608.1172,SURFACE CAR PARK
399,9.99,BLK 19-23 HOUGANG AVENUE 3,HG4,34417.4102,38475.2617,SURFACE CAR PARK
400,2.15,BLK 194A KIM KEAT AVENUE,TPMK,30810.4264,34798.1948,MULTI-STOREY CAR PARK
401,2.15,BLK 233A LORONG 8 TOA PAYOH,TPML,30849.5226,35599.7494,MULTI-STOREY CAR PARK
402,0,BLK 64 COMMONWEALTH DRIVE,Q97,24000.9896,31284.4381,SURFACE CAR PARK
403,4.5,BLK 117-134 BISHAN STREET 12,BE5,29963.414,36478.9779,SURFACE CAR PARK
404,9.99,BLK 409/416 JURONG WEST STREET 42,J51,15904.1348,37295.1406,SURFACE CAR PARK
405,2.15,BLK 152A GANGSA ROAD,BJ41,20447.5641,39722.7569,MULTI-STOREY CAR PARK
406,4.5,BLK 17/31/141/150 KAMPONG BAHRU ROAD,TE25,27718.3359,28870.7891,SURFACE CAR PARK
407,0,BLK 132-138 JALAN BUKIT MERAH,TE4,27390.6755,28981.1406,SURFACE CAR PARK
408,2.15,BLK 259B BANGKIT ROAD,BJMP,21344.6326,39972.0102,MECHANISED CAR PARK
409,2.15,BLK 644A WOODLANDS RING ROAD,W86,24420.08,46561.7115,MULTI-STOREY CAR PARK
410,2.15,BLK 788A WOODLANDS CRESCENT,W95,24490.3124,47314.8499,MULTI-STOREY CAR PARK
411,2.15,BLK 693 WOODLANDS AVENUE 6,W693,24703.9448,46642.49,MULTI-STOREY CAR PARK
412,2.15,BLK 694 WOODLANDS DRIVE 62,W694,24850.6084,46636.9442,MULTI-STOREY CAR PARK
413,2.15,BLK 887 WOODLANDS DRIVE 50,W887,23702.7059,46585.151,MULTI-STOREY CAR PARK
414,4.5,BLK 153-167 BISHAN STREET 13,BE9,30544.5318,36588.7709,SURFACE CAR PARK
415,4.5,BLK 505/508 JURONG WEST STREET 52,J38,15231.4766,36804.4414,SURFACE CAR PARK
416,0,BLK 513 ANG MO KIO STREET 53,AK52,29889.3457,39382.8134,SURFACE CAR PARK
417,2.15,BLK 93 TELOK BLANGAH STREET 31,TBM9,25092.2521,28584.6862,MULTI-STOREY CAR PARK
418,0,BLK 1 JALAN KUKOH CAR PARK,JKS,28703.5642,30064.2195,SURFACE CAR PARK
419,2.15,BLK 692A JURONG WEST CENTRAL 1,J88M,13965.0447,35981.9547,MULTI-STOREY CAR PARK
420,2.05,BLK 12A MARINE TERRACE,MP3M,37128.3266,31854.8695,MULTI-STOREY CAR PARK
421,2.15,BLK 891B TAMPINES AVENUE 8,TM14,38823.1951,36807.9012,MULTI-STOREY CAR PARK
422,1.9,BLK 842A TAMPINES STREET 82,TM17,39648.4301,37036.0523,MULTI-STOREY CAR PARK
423,2.15,BLK 116A BEDOK NORTH ROAD,B89,39568.2194,34796.4641,MULTI-STOREY CAR PARK
424,2.15,BLK 291 COMPASSVALE STREET,SK39,35205.0144,42017.0171,MULTI-STOREY CAR PARK
425,2.15,BLK 470 FERNVALE LINK,S101,33130.4351,42095.6631,MULTI-STOREY CAR PARK
426,5.4,BLK 252/253A ANG MO KIO STREET 21,A51,28117.6053,39054.6321,SURFACE CAR PARK
427,2.15,BLK 631-637 & 636A CHOA CHU KANG NORTH 6,CK55,18561.8248,42111.2701,COVERED CAR PARK
428,2.15,BLK 14A KAMPONG ARANG ROAD,TRM,33602.3061,31409.6032,MULTI-STOREY CAR PARK
429,4.5,BLK 835/838 JURONG WEST STREET 81,J70,12440.6748,36204.0469,SURFACE CAR PARK
430,2.15,BLK 407A-407B NORTHSHORE WALK,PL80,35655.2525,44286.5897,MULTI-STOREY CAR PARK
431,1.9,BLK 207A BISHAN STREET 23,BE25,29668.2541,37471.6058,MULTI-STOREY CAR PARK
432,0,BLK 207/212/216/217 BISHAN STREET 23,BE26,29684.6992,37553.5273,SURFACE CAR PARK
433,2.15,BLK 272 SENGKANG CENTRAL,SK72,34740.622,40787.4947,BASEMENT CAR PARK
434,2.1,BLK 377 HOUGANG STREET 32,HG1E,34832.7635,38300.6631,MULTI-STOREY CAR PARK
435,2.15,BLK 823A TAMPINES STREET 81,TM42,39149.9105,36784.3426,MULTI-STOREY CAR PARK
436,4.5,BLK 69 GEYLANG BAHRU,KB7,32135.5156,33759.7891,SURFACE CAR PARK
437,3.8,BLK 462 SEMBAWANG DRIVE,SB34,25796.9155,48472.7851,SURFACE CAR PARK
438,2.15,BLK 91 JALAN SATU,KM6,34098.3121,32420.0166,MULTI-STOREY CAR PARK
439,2.15,BLK 117 CANBERRA CRESCENT,SB43,27622.2732,47414.3118,MULTI-STOREY CAR PARK
440,1.9,BLK 248 SIMEI STREET 3,SIM4,41380.0528,36193.553,MULTI-STOREY CAR PARK
441,2.15,312 CLEMENTI AVENUE 4,CLRG,20283.9283,33479.407,MULTI-STOREY CAR PARK
442,2.15,BLK 216 BOON LAY AVENUE,BL23,14451.8262,36853.4082,MULTI-STOREY CAR PARK
443,2.15,BLK 634 SENJA ROAD,BJ66,19584.9139,40909.9744,MULTI-STOREY CAR PARK
444,0,BLK 98 COMMONWEALTH CRESCENT,Q95,24433.0873,32115.9271,SURFACE CAR PARK
445,4.5,BLK 336-350 WOODLANDS STREET 32,W23,22191.7187,45992.2266,SURFACE CAR PARK
446,2.15,BLK 657 JURONG WEST STREET 65,JM20,13269.4787,35285.1266,MULTI-STOREY CAR PARK
447,4.5,BLK 11/15/18 UPPER BOON KENG,UBK2,32237.8125,33097.6016,SURFACE CAR PARK
448,3.25,BLK 19/20 UPPER BOON KENG,UBK4,32537.2679,33063.4121,SURFACE CAR PARK
449,2.15,BLK 801 WEST COAST CRESCENT,C40M,20275.5121,31340.853,MULTI-STOREY CAR PARK
450,2.15,BLK 11A PINE CLOSE,KM3,33521.1099,32314.8185,MULTI-STOREY CAR PARK
451,2.15,"BLK 186-188,190-192 PUNGGOL CENTRAL",PL19,36545.1733,42395.6863,BASEMENT CAR PARK
452,2.15,BLK 178 & 193 EDGEFIELD PLAINS,PL24,36348.4338,42380.9942,BASEMENT CAR PARK
453,2.15,BLK 633 PUNGGOL DRIVE,PL29,36897.0646,42490.1374,BASEMENT CAR PARK
454,2.15,BLK 170D PUNGGOL EAST,PL30,36989.2194,41806.2447,BASEMENT CAR PARK
455,2.15,BLK 226 SUMANG LANE,PL70,34668.4946,42762.2985,MULTI-STOREY CAR PARK
456,2.15,BLK 228 PUNGGOL FIELD,PL73,34533.1571,42794.7856,MULTI-STOREY CAR PARK
457,2,BLK 635A PASIR RIS DRIVE 1,PM33,39864.6837,39894.7315,MULTI-STOREY CAR PARK
458,4.5,BLK 101 TO 109 POTONG PASIR AVENUE 1,PP1,31994.78,35133.03,SURFACE CAR PARK
459,2.15,BLK 222 SUMANG LANE SUMANG LANE,PL72,34784.0419,42552.2276,MULTI-STOREY CAR PARK
460,2.15,BLK 233 SUMANG LANE,PL74,34486.264,42569.8371,MULTI-STOREY CAR PARK
461,2.15,BLK 293 COMPASSVALE CRESCENT,S103,34896.2847,42025.6613,MULTI-STOREY CAR PARK
462,2.15,BLK 70 TELOK BLANGAH HEIGHTS,TBM7,25497.8422,28748.5546,MULTI-STOREY CAR PARK
463,0,BLK 64 AND 65 TEBAN GARDENS ROAD,TGML,17541.2774,33778.08,SURFACE CAR PARK
464,0,BLK 338A ANCHORVALE CRESCENT,SS1L,34222.1303,42325.782,SURFACE CAR PARK
465,0,BLK 50/50A/53 MARINE TERRACE,MP6,37244.1328,31980.8496,SURFACE CAR PARK
466,0,BLK 1/2 MAUDE ROAD,MR3,30868.3965,32223.6387,SURFACE CAR PARK
467,2.15,BLK 120A LORONG 2 TOA PAYOH,TPM7,29402.5995,35779.293,MULTI-STOREY CAR PARK
468,2.15,BLK 11A LORONG 8 TOA PAYOH,TPM8,30889.8975,35423.8667,MULTI-STOREY CAR PARK
469,2,BLK 771A CHOA CHU KANG STREET 54,CK45,18724.0529,41824.3887,MULTI-STOREY CAR PARK
470,2.15,BLK 866A TAMPINES ST 83,PDT8,39261.5396,37495.72,BASEMENT CAR PARK
471,2.15,BLK 730A TAMPINES STREET 71,TM34,39141.5755,37700.2172,MULTI-STOREY CAR PARK
472,4.5,BLK 276/282 TAMPINES STREET 22,T33,41243.9538,36627.3316,SURFACE CAR PARK
473,4.5,BLK 211-222 SERANGOON AVENUE 4,SE12,32425.9955,37769.0271,SURFACE CAR PARK
474,2.05,BLK 16A MARINE TERRACE,MP4M,37001.0531,31814.983,MULTI-STOREY CAR PARK
475,0,BLK 52/57 MARINE TERRACE,MP5,37220.0664,32048.6387,SURFACE CAR PARK
476,1.9,BLK 253/254 SERANGOON CENTRAL DRIVE,SE23,32175.5882,37349.5073,MULTI-STOREY CAR PARK
477,2,BLK 163A YUNG PING ROAD,TJ30,15638.0002,34701.6525,MULTI-STOREY CAR PARK
478,2.15,BLK 47A MARINE CRESCENT,MP5M,36809.7582,31975.4666,MULTI-STOREY CAR PARK
479,2.15,BLK 106 BIDADARI PARK DRIVE,BA1,32174.2918,35098.8104,MULTI-STOREY CAR PARK
480,4.5,BLK 53 SIMS PLACE,SD5,33185.7148,33337.7578,SURFACE CAR PARK
481,2.15,BLK 276 JURONG WEST STREET 25,JM23,13584.64,37295.9859,MULTI-STOREY CAR PARK
482,2.15,BLK 8A EMPRESS ROAD,FR3M,24983.1434,33218.9585,MULTI-STOREY CAR PARK
483,2,BLK 744A PASIR RIS STREET 71,PM40,39358.5759,39992.2049,MULTI-STOREY CAR PARK
484,4.5,BLK 80 STRATHMORE AVENUE,Q41,25318.4336,30747.652,SURFACE CAR PARK
485,1.9,BLK 268A BISHAN STREET 24,BE40,29037.3835,37710.0917,MULTI-STOREY CAR PARK
486,2.15,BLK 326 ANCHORVALE ROAD,SK89,34146.3004,41863.1893,MULTI-STOREY CAR PARK
487,3.8,BLK 163/165 SIMEI ROAD,SI12,41979.002,36445.3718,SURFACE CAR PARK
488,2.15,BLK 406A SEMBAWANG DRIVE,SB14,26232.1094,48224.2405,MULTI-STOREY CAR PARK
489,2.15,BLK 104 WHAMPOA DRIVE,WDB1,30217.526,33669.5658,BASEMENT CAR PARK
490,2.15,BLK 323 SENGKANG EAST WAY,SK50,34592.9265,41686.8525,MULTI-STOREY CAR PARK
491,4.5,BLK 449-451 CLEMENTI AVENUE 3,C20,20425.9232,32848.95,SURFACE CAR PARK
